"Gateway Receive Time","Air pressure (Pa)","PAR","Relative humidity (%)","Temperature","Soil Temperature","Soil Relative Permittivity","Soil Electric Conductivity (dS/m)","YYYYMMDD","   TG","   TN","   TX"," T10N","   RH","   PG","   PX","   PN","   UG","   UX","   UN"," EV24",,,,,
2021-07-13 02:52:17,"100.925",0,"88.2587890625","16.18",,,,,,,,,,,,,,,,,,,,,
2021-07-13 02:54:37,0,,,,"18.25","11.85","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 03:16:11,0,,,,"18.25","11.85","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 03:36:30,"100.887","0.01","89.302734375","16.93",,,,,,,,,,,,,,,,,,,,,
2021-07-13 04:00:08,"100.878","0.05","89.501953125","17.08",,,,,,,,,,,,,,,,,,,,,
2021-07-13 04:03:25,0,,,,"18.19","11.82","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 04:23:45,"100.884","0.1","89.5576171875","17.09",,,,,,,,,,,,,,,,,,,,,
2021-07-13 04:27:02,0,,,,"18.17","11.91","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 04:47:22,"100.921",0,"89.591796875","17.08",,,,,,,,,,,,,,,,,,,,,
2021-07-13 05:08:40,"100.924",0,"89.900390625","17.56",,,,,,,,,,,,,,,,,,,,,
2021-07-13 05:10:59,0,,,,"18.11","11.85","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 05:31:19,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 05:37:05,0,,,,"18.06","11.79","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 05:57:25,"100.921",0,"90.0849609375","18.25",,,,,,,,,,,,,,,,,,,,,
2021-07-13 06:21:03,"100.932",0,"90.15625","18.61",,,,,,,,,,,,,,,,,,,,,
2021-07-13 06:24:21,0,,,,"18.06","11.79","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 07:08:10,"100.968",0,"90.0166015625","19.25",,,,,,,,,,,,,,,,,,,,,
2021-07-13 07:08:19,0,,,,18,"11.82","0.065",,,,,,,,,,,,,,,,,,
2021-07-13 07:28:39,"100.967",0,"89.7646484375","19.4",,,,,,,,,,,,,,,,,,,,,
2021-07-13 07:52:17,"100.98",0,"89.31640625","19.59",,,,,,,,,,,,,,,,,,,,,
2021-07-13 07:55:35,0,,,,"17.95","11.91","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 08:19:13,0,,,,"17.95","11.73","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 08:42:51,0,,,,"17.95","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 09:03:12,"100.963",0,"87.2490234375","20.24",,,,,,,,,,,,,,,,,,,,,
2021-07-13 09:25:03,"100.976",0,"86.771484375","20.46",,,,,,,,,,,,,,,,,,,,,
2021-07-13 09:26:51,0,,,,"17.95","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 09:47:12,"100.982",0,"86.1474609375","20.51",,,,,,,,,,,,,,,,,,,,,
2021-07-13 09:50:29,0,,,,"17.92","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 10:10:49,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 10:13:18,"100.998",0,"85.875","20.5",,,,,,,,,,,,,,,,,,,,,
2021-07-13 10:36:57,"100.998",0,"86.09375","20.75",,,,,,,,,,,,,,,,,,,,,
2021-07-13 10:40:14,0,,,,"17.95","11.88","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 11:00:35,"101.007",0,"86.04296875","21.08",,,,,,,,,,,,,,,,,,,,,
2021-07-13 11:03:53,0,,,,"17.95","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 11:24:14,"101.017",0,"85.6015625","21.02",,,,,,,,,,,,,,,,,,,,,
2021-07-13 11:24:37,0,,,,"17.95","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 11:48:09,0,,,,"17.97","11.73","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 12:08:30,"101.019",0,"86.109375","20.95",,,,,,,,,,,,,,,,,,,,,
2021-07-13 12:35:26,0,,,,"17.97","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 12:59:05,0,,,,"18.03","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 13:19:27,"101.015",0,"85.2138671875","21.6",,,,,,,,,,,,,,,,,,,,,
2021-07-13 13:21:29,0,,,,"18.06","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 13:43:22,0,,,,"18.14","11.88","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 14:51:01,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 14:53:30,"101.032",0,"80.7451171875","21.46",,,,,,,,,,,,,,,,,,,,,
2021-07-13 14:56:47,0,,,,"18.11","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 15:18:22,0,,,,"18.14","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 15:41:03,0,,,,"18.11","11.94","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 16:01:25,"101.031",0,"81.6162109375","20.65",,,,,,,,,,,,,,,,,,,,,
2021-07-13 16:25:03,"101.005",0,"82.65234375","20.44",,,,,,,,,,,,,,,,,,,,,
2021-07-13 16:28:20,0,,,,"18.22","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 16:48:41,"101.01",0,"83.4794921875","20.2",,,,,,,,,,,,,,,,,,,,,
2021-07-13 16:51:59,0,,,,"18.25","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 17:15:12,0,,,,"18.28","11.67","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 17:32:57,"101.043",0,"85.0087890625","19.57",,,,,,,,,,,,,,,,,,,,,
2021-07-13 17:36:14,0,,,,"18.28","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 17:56:35,"101.049",0,"85.533203125","19.37",,,,,,,,,,,,,,,,,,,,,
2021-07-13 17:59:52,0,,,,"18.33","11.76","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 18:20:13,"101.026",0,"86.2021484375","19.21",,,,,,,,,,,,,,,,,,,,,
2021-07-13 18:43:51,"101.013",0,"86.52734375","19.03",,,,,,,,,,,,,,,,,,,,,
2021-07-13 18:47:08,0,,,,"18.36","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 19:07:29,"101.02",0,"86.89453125","18.89",,,,,,,,,,,,,,,,,,,,,
2021-07-13 19:29:19,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13 19:31:06,"101.034",0,"87.1748046875","18.77",,,,,,,,,,,,,,,,,,,,,
2021-07-13 19:58:02,0,,,,"18.36","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 20:18:22,"101.051",0,"87.681640625","18.6",,,,,,,,,,,,,,,,,,,,,
2021-07-13 20:21:39,0,,,,"18.38","11.76","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 20:42:00,"101.05",0,"88.09765625","18.55",,,,,,,,,,,,,,,,,,,,,
2021-07-13 21:05:37,0,,,,"18.38","11.76","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 21:25:57,"101.022",0,"88.8466796875","18.41",,,,,,,,,,,,,,,,,,,,,
2021-07-13 21:28:58,0,,,,"18.38","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 21:49:19,"101.001",0,"89.1630859375","18.36",,,,,,,,,,,,,,,,,,,,,
2021-07-13 21:52:20,0,,,,"18.38","11.76","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 22:12:40,"101.003",0,"89.3818359375","18.34",,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:15:41,0,,,,"18.38","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 22:36:01,"100.995",0,"89.6015625","18.31",,,,,,,,,,,,,,,,,,,,,
2021-07-13 22:39:02,0,,,,"18.38","11.73","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 22:59:22,"100.992",0,"89.779296875","18.3",,,,,,,,,,,,,,,,,,,,,
2021-07-13 23:00:05,0,,,,"18.36","11.73","0.064",,,,,,,,,,,,,,,,,,
2021-07-13 23:19:42,"101.011",0,"89.912109375","18.29",,,,,,,,,,,,,,,,,,,,,
2021-07-13 23:43:04,"101.023",0,"90.05078125","18.26",,,,,,,,,,,,,,,,,,,,,
2021-07-13 23:46:05,0,,,,"18.47","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 00:08:53,"101.01",0,"90.1796875","18.28",,,,,,,,,,,,,,,,,,,,,
2021-07-14 00:11:55,0,,,,"18.36","11.88","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 00:32:15,"101.011",0,"90.271484375","18.29",,,,,,,,,,,,,,,,,,,,,
2021-07-14 00:35:16,0,,,,"18.36","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 00:55:36,"100.99",0,"90.3857421875","18.3",,,,,,,,,,,,,,,,,,,,,
2021-07-14 00:56:52,0,,,,"18.36","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 01:15:56,"100.995",0,"90.4775390625","18.31",,,,,,,,,,,,,,,,,,,,,
2021-07-14 01:18:57,0,,,,"18.38","11.76","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 01:39:17,"100.99",0,"90.5634765625","18.29",,,,,,,,,,,,,,,,,,,,,
2021-07-14 02:05:40,0,,,,"18.3","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 02:26:00,"100.971",0,"90.5302734375","18.07",,,,,,,,,,,,,,,,,,,,,
2021-07-14 02:29:01,0,,,,"18.33","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 03:10:57,"100.963",0,"90.5107421875","17.8",,,,,,,,,,,,,,,,,,,,,
2021-07-14 03:12:58,0,,,,"18.3","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 03:33:18,"100.957",0,"90.5205078125","17.69",,,,,,,,,,,,,,,,,,,,,
2021-07-14 03:56:56,"100.948",0,"90.53125","17.58",,,,,,,,,,,,,,,,,,,,,
2021-07-14 04:00:13,0,,,,"18.22","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 04:23:50,0,,,,"18.28","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 04:44:10,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 04:46:39,"100.969",0,"90.666015625","17.58",,,,,,,,,,,,,,,,,,,,,
2021-07-14 05:10:16,"100.972",0,"90.75390625","17.62",,,,,,,,,,,,,,,,,,,,,
2021-07-14 05:10:26,0,,,,"18.22","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 05:34:10,0,,,,"18.22","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 05:54:30,"100.963",0,"90.8955078125","17.82",,,,,,,,,,,,,,,,,,,,,
2021-07-14 06:21:25,0,,,,"18.22","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 06:41:45,"100.996",0,"90.9248046875","18.14",,,,,,,,,,,,,,,,,,,,,
2021-07-14 06:45:02,0,,,,"18.22","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 07:05:23,"100.977",0,"90.9189453125","18.33",,,,,,,,,,,,,,,,,,,,,
2021-07-14 07:07:11,0,,,,"18.19","11.85","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 07:29:17,0,,,,"18.11","11.82","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 07:52:54,0,,,,"18.17","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 08:16:32,0,,,,"18.17","11.79","0.064",,,,,,,,,,,,,,,,,,
2021-07-14 08:40:11,0,,,,"18.14","11.76","0.063",,,,,,,,,,,,,,,,,,
2021-07-14 09:21:19,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 09:27:28,0,,,,"18.11","11.73","0.063",,,,,,,,,,,,,,,,,,
2021-07-14 10:11:28,"100.918",0,"86.9375","22.02",,,,,,,,,,,,,,,,,,,,,
2021-07-14 10:35:08,"100.92",0,"83.58203125","22.88",,,,,,,,,,,,,,,,,,,,,
2021-07-14 10:38:04,0,,,,"18.14","11.85","0.063",,,,,,,,,,,,,,,,,,
2021-07-14 10:55:46,"100.939",0,"80.0087890625","23.13",,,,,,,,,,,,,,,,,,,,,
2021-07-14 11:22:43,0,,,,"18.11","11.73","0.063",,,,,,,,,,,,,,,,,,
2021-07-14 11:46:23,0,,,,"18.49","8.17","0.005",,,,,,,,,,,,,,,,,,
2021-07-14 12:09:54,0,,,,"18.49","8.19","0.006",,,,,,,,,,,,,,,,,,
2021-07-14 12:33:35,0,,,,"18.68","8.24","0.007",,,,,,,,,,,,,,,,,,
2021-07-14 12:52:16,"100.884","236.37","67.9794921875","25.75",,,,,,,,,,,,,,,,,,,,,
2021-07-14 13:17:39,0,,,,"18.79","8.21","0.008",,,,,,,,,,,,,,,,,,
2021-07-14 14:01:44,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 14:07:30,0,,,,"18.95","8.33","0.009",,,,,,,,,,,,,,,,,,
2021-07-14 14:27:52,"100.862","110.62","76.400390625","22.95",,,,,,,,,,,,,,,,,,,,,
2021-07-14 14:31:10,0,,,,"18.95","8.24","0.009",,,,,,,,,,,,,,,,,,
2021-07-14 14:52:00,0,,,,"19.01","8.24","0.009",,,,,,,,,,,,,,,,,,
2021-07-14 15:59:26,"100.465","26.48","84.8115234375","20.13",,,,,,,,,,,,,,,,,,,,,
2021-07-14 16:02:44,0,,,,"19.04","8.52","0.011",,,,,,,,,,,,,,,,,,
2021-07-14 16:23:04,"100.767","22.61","86.015625","19.77",,,,,,,,,,,,,,,,,,,,,
2021-07-14 16:46:43,"100.804","99.08","86.9619140625","19.99",,,,,,,,,,,,,,,,,,,,,
2021-07-14 16:48:50,0,,,,"19.04","8.47","0.012",,,,,,,,,,,,,,,,,,
2021-07-14 17:07:20,"100.915","31.24","87.4560546875","20.73",,,,,,,,,,,,,,,,,,,,,
2021-07-14 17:57:54,0,,,,"19.12","8.85","0.016",,,,,,,,,,,,,,,,,,
2021-07-14 18:18:14,"100.824","17.02","88.3515625","19.14",,,,,,,,,,,,,,,,,,,,,
2021-07-14 18:21:48,0,,,,"19.12","8.97","0.018",,,,,,,,,,,,,,,,,,
2021-07-14 18:42:08,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 18:44:37,"100.813","15.41","88.6953125","18.89",,,,,,,,,,,,,,,,,,,,,
2021-07-14 18:45:39,0,,,,"19.12","9.11","0.019",,,,,,,,,,,,,,,,,,
2021-07-14 19:05:13,"100.827","3.94","88.9365234375","18.69",,,,,,,,,,,,,,,,,,,,,
2021-07-14 19:28:51,"100.85","0.76","89.2734375","18.64",,,,,,,,,,,,,,,,,,,,,
2021-07-14 19:55:46,0,,,,"19.09","9.36","0.021",,,,,,,,,,,,,,,,,,
2021-07-14 20:42:25,0,,,,"19.04","9.43","0.021",,,,,,,,,,,,,,,,,,
2021-07-14 21:26:43,0,,,,"19.01","9.61","0.023",,,,,,,,,,,,,,,,,,
2021-07-14 21:47:03,"101.001",0,"90.453125","18.35",,,,,,,,,,,,,,,,,,,,,
2021-07-14 21:50:04,0,,,,"19.01","9.76","0.023",,,,,,,,,,,,,,,,,,
2021-07-14 22:10:24,"100.99",0,"90.578125","18.31",,,,,,,,,,,,,,,,,,,,,
2021-07-14 22:13:25,0,,,,"18.98","9.82","0.024",,,,,,,,,,,,,,,,,,
2021-07-14 22:33:45,"100.987",0,"90.705078125","18.32",,,,,,,,,,,,,,,,,,,,,
2021-07-14 22:36:46,0,,,,"18.93","9.92","0.025",,,,,,,,,,,,,,,,,,
2021-07-14 22:56:30,"100.987",0,"90.7880859375","18.29",,,,,,,,,,,,,,,,,,,,,
2021-07-14 22:57:06,0,,,,"18.95","10.13","0.026",,,,,,,,,,,,,,,,,,
2021-07-14 23:17:26,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 23:22:56,0,,,,"18.95","10.37","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 00:06:37,"101.018",0,"91.06640625","18.28",,,,,,,,,,,,,,,,,,,,,
2021-07-15 00:09:38,0,,,,"18.9","10.7","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 00:33:00,0,,,,"18.9","10.81","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 00:53:16,"101.003",0,"91.212890625","18.28",,,,,,,,,,,,,,,,,,,,,
2021-07-15 01:13:44,"100.997",0,"91.3046875","18.29",,,,,,,,,,,,,,,,,,,,,
2021-07-15 01:16:45,0,,,,"18.85","10.93","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 02:00:27,"101.018",0,"91.431640625","18.25",,,,,,,,,,,,,,,,,,,,,
2021-07-15 02:03:28,0,,,,"18.82","11.07","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 02:26:49,0,,,,"18.82","11.19","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 02:47:09,"101.026",0,"91.5869140625","18.24",,,,,,,,,,,,,,,,,,,,,
2021-07-15 02:50:02,0,,,,"18.79","11.04","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 03:07:45,"101.016","0.05","91.64453125","18.25",,,,,,,,,,,,,,,,,,,,,
2021-07-15 03:31:23,"101.037","0.27","91.7119140625","18.26",,,,,,,,,,,,,,,,,,,,,
2021-07-15 03:55:00,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15 04:21:06,"101.087","2.36","91.828125","18.27",,,,,,,,,,,,,,,,,,,,,
2021-07-15 04:24:24,0,,,,"18.77","11.16","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 04:46:48,0,,,,"18.74","11.25","0.032",,,,,,,,,,,,,,,,,,
2021-07-15 05:32:15,0,,,,"18.71","11.27","0.032",,,,,,,,,,,,,,,,,,
2021-07-15 06:16:13,"101.19","7.5","91.8916015625","18.03",,,,,,,,,,,,,,,,,,,,,
2021-07-15 06:43:08,0,,,,"18.68","11.33","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 07:00:53,"101.228","20.72","91.869140625","18.58",,,,,,,,,,,,,,,,,,,,,
2021-07-15 07:03:28,0,,,,"18.71","11.48","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 07:27:06,0,,,,"18.68","11.27","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 07:47:26,"101.286","14.56","91.77734375","18.24",,,,,,,,,,,,,,,,,,,,,
2021-07-15 07:50:43,0,,,,"18.66","11.3","0.031",,,,,,,,,,,,,,,,,,
2021-07-15 08:11:03,"101.309","37.3","91.7705078125","18.47",,,,,,,,,,,,,,,,,,,,,
2021-07-15 08:14:21,0,,,,"18.66","11.36","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 08:34:41,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15 09:00:23,"101.341","27.75","91.572265625","18.23",,,,,,,,,,,,,,,,,,,,,
2021-07-15 09:00:47,0,,,,"18.63","11.27","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 09:21:07,"101.351","46.15","91.560546875","18.39",,,,,,,,,,,,,,,,,,,,,
2021-07-15 09:48:02,0,,,,"18.63","11.3","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 10:35:18,0,,,,"18.6","11.22","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 10:58:56,0,,,,"18.6","11.13","0.03",,,,,,,,,,,,,,,,,,
2021-07-15 11:17:14,"101.438","60.8","90.4228515625","19.38",,,,,,,,,,,,,,,,,,,,,
2021-07-15 12:06:33,0,,,,"18.63","11.1","0.029",,,,,,,,,,,,,,,,,,
2021-07-15 12:26:54,"101.475","93.55","88.3798828125","20.43",,,,,,,,,,,,,,,,,,,,,
2021-07-15 12:30:11,0,,,,"18.63","11.1","0.029",,,,,,,,,,,,,,,,,,
2021-07-15 13:14:11,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15 13:16:47,0,,,,"18.66","11.04","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 13:37:17,"101.534","47.15","80.7119140625","20.72",,,,,,,,,,,,,,,,,,,,,
2021-07-15 13:40:34,0,,,,"18.66","11.07","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 14:00:55,"101.563","26.84","79.4873046875","20.46",,,,,,,,,,,,,,,,,,,,,
2021-07-15 14:24:34,"101.554","37.4","80.0498046875","19.73",,,,,,,,,,,,,,,,,,,,,
2021-07-15 14:48:12,"101.566",60,"80.7744140625","20.25",,,,,,,,,,,,,,,,,,,,,
2021-07-15 14:51:29,0,,,,"18.68","10.98","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 15:13:37,0,,,,"18.68","10.84","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 15:32:28,"101.606","52.51","77.6796875","20.67",,,,,,,,,,,,,,,,,,,,,
2021-07-15 15:35:45,0,,,,"18.68","10.98","0.028",,,,,,,,,,,,,,,,,,
2021-07-15 15:59:24,0,,,,"18.68","10.98","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 16:19:45,"101.617","51.09","76.4169921875","20.24",,,,,,,,,,,,,,,,,,,,,
2021-07-15 16:46:41,0,,,,"18.6","10.84","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 17:27:48,"101.642","28.38","74.9541015625","19.7",,,,,,,,,,,,,,,,,,,,,
2021-07-15 17:30:40,0,,,,"18.63","10.96","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 17:53:29,"101.663","15.03","75.73828125","19.05",,,,,,,,,,,,,,,,,,,,,
2021-07-15 17:56:46,0,,,,"18.58","10.96","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 18:17:07,"101.675","29.9","77.19140625","18.9",,,,,,,,,,,,,,,,,,,,,
2021-07-15 18:20:24,0,,,,"18.58","10.81","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 18:44:02,0,,,,"18.58","10.78","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 19:07:40,0,,,,"18.49","10.81","0.027",,,,,,,,,,,,,,,,,,
2021-07-15 19:27:18,"101.755","2.41","79.6591796875","17.31",,,,,,,,,,,,,,,,,,,,,
2021-07-15 19:51:36,0,,,,"18.47","10.78","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 20:11:56,"101.804","0.11","82.4951171875","16.48",,,,,,,,,,,,,,,,,,,,,
2021-07-15 20:35:33,"101.821","0.01","82.966796875","16.31",,,,,,,,,,,,,,,,,,,,,
2021-07-15 20:38:50,0,,,,"18.36","10.76","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 20:59:10,"101.858",0,"83.2197265625","16.17",,,,,,,,,,,,,,,,,,,,,
2021-07-15 21:02:11,0,,,,"18.36","10.81","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 21:25:31,0,,,,"18.3","10.67","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 21:44:03,"101.866",0,"84.111328125","15.91",,,,,,,,,,,,,,,,,,,,,
2021-07-15 21:45:50,0,,,,"18.25","10.7","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 22:06:10,"101.865",0,"84.4951171875","15.81",,,,,,,,,,,,,,,,,,,,,
2021-07-15 22:09:11,0,,,,"18.25","10.76","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 22:29:30,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15 22:35:00,0,,,,"18.17","10.7","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 22:55:19,"101.884",0,"85.56640625","15.68",,,,,,,,,,,,,,,,,,,,,
2021-07-15 22:58:20,0,,,,"18.14","10.67","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 23:18:39,"101.891",0,"85.9716796875","15.64",,,,,,,,,,,,,,,,,,,,,
2021-07-15 23:21:40,0,,,,"18.11","10.67","0.026",,,,,,,,,,,,,,,,,,
2021-07-15 23:40:44,"101.896",0,"86.1025390625","15.57",,,,,,,,,,,,,,,,,,,,,
2021-07-16 00:02:18,"101.905",0,"86.0400390625","15.48",,,,,,,,,,,,,,,,,,,,,
2021-07-16 00:05:20,0,,,,"18.06","10.65","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 00:28:40,0,,,,18,"10.73","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 00:48:59,"101.945",0,"85.732421875","15.21",,,,,,,,,,,,,,,,,,,,,
2021-07-16 01:12:19,"101.943",0,"85.9013671875","15.1",,,,,,,,,,,,,,,,,,,,,
2021-07-16 01:15:20,0,,,,"17.92","10.65","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 01:37:25,0,,,,"17.89","10.65","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 01:55:58,"101.931",0,"85.6767578125","14.81",,,,,,,,,,,,,,,,,,,,,
2021-07-16 01:58:59,0,,,,"17.84","10.53","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 02:22:19,0,,,,"17.84","10.56","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 02:42:38,"101.928",0,"85.978515625","14.53",,,,,,,,,,,,,,,,,,,,,
2021-07-16 02:45:55,0,,,,"17.81","10.59","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 03:06:14,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16 03:08:43,"101.913","0.06","86.2900390625","14.41",,,,,,,,,,,,,,,,,,,,,
2021-07-16 03:12:00,0,,,,"17.73","10.48","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 03:32:19,"101.933","0.49","86.6435546875","14.34",,,,,,,,,,,,,,,,,,,,,
2021-07-16 03:34:05,0,,,,"17.7","10.62","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 03:52:54,"101.944","2.17","86.70703125","14.26",,,,,,,,,,,,,,,,,,,,,
2021-07-16 03:56:11,0,,,,"17.65","10.56","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 04:16:30,"101.948","2.57","86.8818359375","14.24",,,,,,,,,,,,,,,,,,,,,
2021-07-16 04:19:48,0,,,,"17.62","10.65","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 04:40:06,"101.961","8.14","86.99609375","14.38",,,,,,,,,,,,,,,,,,,,,
2021-07-16 04:43:24,0,,,,"17.59","10.62","0.025",,,,,,,,,,,,,,,,,,
2021-07-16 05:03:43,"101.972","14.19","87.0458984375","14.63",,,,,,,,,,,,,,,,,,,,,
2021-07-16 05:27:19,102,"16.17","87.0234375","14.97",,,,,,,,,,,,,,,,,,,,,
2021-07-16 05:30:37,0,,,,"17.53","10.65","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 05:48:03,"102.009","21.28","86.8046875","15.55",,,,,,,,,,,,,,,,,,,,,
2021-07-16 05:50:56,0,,,,"17.51","10.59","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 06:11:15,"102.017","29.99","86.5361328125","16.18",,,,,,,,,,,,,,,,,,,,,
2021-07-16 06:14:33,0,,,,"17.51","10.56","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 06:38:10,0,,,,"17.51","10.53","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 06:58:29,"102.054","17.81","84.9345703125","16.59",,,,,,,,,,,,,,,,,,,,,
2021-07-16 07:01:47,0,,,,"17.51","10.62","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 07:22:06,"102.062","22.31","84.583984375","16.63",,,,,,,,,,,,,,,,,,,,,
2021-07-16 07:25:24,0,,,,"17.48","10.51","0.024",,,,,,,,,,,,,,,,,,
2021-07-16 07:45:43,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16 07:47:30,"102.069","44.62","84.234375","17.03",,,,,,,,,,,,,,,,,,,,,
2021-07-16 08:08:32,"102.085","43.41","83.734375","17.83",,,,,,,,,,,,,,,,,,,,,
